feature	start	end	Locus_size	GenBank_locus_tag	Product	Gene_name	Pseudogene	GCA_000160335.2	GCA_000159535.2	GCA_000145595.1	GCA_000144955.1	GCA_000027045.1	GCA_000025145.2	GCA_000024585.1	GCA_000017125.1	GCA_000017085.1	GCA_000016805.1	GCA_000013465.1	GCA_000013425.1	GCA_000012045.1	GCA_000011525.1	GCA_000011505.1	GCA_000010465.1	GCA_000010445.1	GCA_000009665.1	GCA_000009585.1	GCA_000009005.1
gene	870617	871378	762	SA2981_0797	Iron-sulfur cluster assembly ATPase protein SufC	sufC	-	SAAG_01265	HMPREF0772_12334	SAA6008_00864	SAA6159_00773	SATW20_09140	SA2981_0797	SAAV_0813	SaurJH1_0859	USA300HOU_0870	SaurJH9_0843	SAUSA300_0818	SAOUHSC_00847	SACOL0914	SAS0784	SAR0876	NWMN_0785	SAHV_0838	SAV0842	SAPIG0897	SAB0774
gene	871476	872783	1308	SA2981_0798	Iron-sulfur cluster assembly protein SufD	sufD	-	SAAG_01266	HMPREF0772_12333	SAA6008_00865	SAA6159_00774	SATW20_09150	SA2981_0798	SAAV_0814	SaurJH1_0860	USA300HOU_0871	SaurJH9_0844	SAUSA300_0819	SAOUHSC_00848	SACOL0915	SAS0785	SAR0877	NWMN_0786	SAHV_0839	SAV0843	SAPIG0898	SAB0775
gene	872898	874139	1242	SA2981_0799	Cysteine desulfurase	nifS	-	SAAG_01267	HMPREF0772_12332	SAA6008_00866	SAA6159_00775	SATW20_09160	SA2981_0799	SAAV_0815	SaurJH1_0861	USA300HOU_0873	SaurJH9_0845	SAUSA300_0820	SAOUHSC_00849	SACOL0916	SAS0786	SAR0878	NWMN_0787	SAHV_0840	SAV0844	SAPIG0899	SAB0776
gene	874129	874593	465	SA2981_0800	Iron-sulfur cluster assembly scaffold protein IscU	uscU	-	SAAG_01268	HMPREF0772_12331	SAA6008_00867	SAA6159_00776	SATW20_09170	SA2981_0800	SAAV_0816	SaurJH1_0862	USA300HOU_0874	SaurJH9_0846	SAUSA300_0821	SAOUHSC_00850	SACOL0917	SAS0787	SAR0879	NWMN_0788	SAHV_0841	SAV0845	SAPIG0900	SAB0777
gene	874744	876141	1398	SA2981_0801	Iron-sulfur cluster assembly protein SufB	sufB	-	SAAG_01269	HMPREF0772_12330	SAA6008_00868	SAA6159_00777	SATW20_09180	SA2981_0801	SAAV_0817	SaurJH1_0863	USA300HOU_0875	SaurJH9_0847	SAUSA300_0822	SAOUHSC_00851	SACOL0918	SAS0788	SAR0880	NWMN_0789	SAHV_0842	SAV0846	SAPIG0901	SAB0778
gene	876209	877258	1050	SA2981_0802	Integrase	NA	-	NA	NA	SAA6008_01896	NA	NA	SA2981_0802	SAAV_0818	SaurJH1_0864	NA	SaurJH9_0848	NA	SAOUHSC_02089	NA	NA	NA	NWMN_1814	SAHV_0843	SAV0847	NA	SAB0779c
gene	877371	877550	180	SA2981_0803	Excisionase	NA	-	NA	NA	NA	NA	NA	SA2981_0803	NA	SaurJH1_0865	NA	SaurJH9_0849	NA	NA	NA	NA	NA	NA	SAHV_0844	SAV0848	NA	NA
gene	877530	878462	933	SA2981_0804	Hypothetical protein	NA	-	NA	NA	NA	NA	SATW20_03270	SA2981_0804	NA	SaurJH1_0866	NA	SaurJH9_0850	NA	NA	NA	NA	NA	NWMN_0993	SAHV_0845	SAV0849	NA	NA
gene	878494	879225	732	SA2981_0805	hypothetical protein	NA	-	NA	NA	SAA6008_01894	NA	SATW20_03280	SA2981_0805	NA	SaurJH1_0867	NA	SaurJH9_0851	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
gene	879247	879921	675	SA2981_0806	protein of unknown function DUF955	NA	-	NA	NA	SAA6008_01893	NA	SATW20_03290	SA2981_0806	NA	SaurJH1_0868	NA	SaurJH9_0852	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
gene	879938	880270	333	SA2981_0807	Transcriptional regulator%2C Cro/CI family helix-turn-helix domain protein	NA	-	NA	NA	SAA6008_01892	NA	SATW20_03300	SA2981_0807	NA	SaurJH1_0869	NA	SaurJH9_0853	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
gene	880533	880727	195	SA2981_0808	helix-turn-helix domain protein	NA	-	NA	NA	SAA6008_01891	NA	SATW20_03310	SA2981_0808	NA	SaurJH1_0870	NA	SaurJH9_0854	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
gene	880727	881494	768	SA2981_0809	Antirepressor	NA	-	NA	NA	SAA6008_01890	NA	SATW20_03320	SA2981_0809	NA	SaurJH1_0871	NA	SaurJH9_0855	NA	SAOUHSC_02080	SACOL0325	NA	NA	NWMN_0995	SAHV_0850	SAV0855	NA	SAB1755c
gene	881495	881719	225	SA2981_0810	Hypothetical protein	NA	-	NA	NA	NA	NA	SATW20_03330	SA2981_0810	NA	SaurJH1_0872	NA	SaurJH9_0856	NA	SAOUHSC_02079	SACOL0326	NA	NA	NA	SAHV_0851	SAV0856	NA	NA
gene	881759	882208	450	SA2981_0811	Hypothetical protein%2C PV83 orf10	NA	-	NA	NA	NA	NA	SATW20_03340	SA2981_0811	NA	SaurJH1_0873	NA	SaurJH9_0857	NA	SAOUHSC_02078	NA	NA	NA	NA	NA	NA	NA	NA
gene	882222	882443	222	SA2981_0812	Hypothetical protein%2C PV83 orf12	NA	-	NA	NA	SAA6008_01885	NA	NA	SA2981_0812	SAAV_0830	SaurJH1_0874	NA	SaurJH9_0858	NA	SAOUHSC_02077	NA	NA	NA	NA	SAHV_0854	SAV0859	NA	NA
gene	882436	882597	162	SA2981_0813	protein of unknown function DUF1270	NA	-	NA	NA	NA	NA	NA	SA2981_0813	NA	SaurJH1_0875	USA300HOU_1996	SaurJH9_0859	NA	NA	NA	SAS0903	NA	NA	NA	NA	NA	NA
gene	882691	882993	303	SA2981_0814	Hypothetical protein	NA	-	NA	NA	NA	SAA6159_01403	NA	SA2981_0814	NA	SaurJH1_0876	USA300HOU_1478	SaurJH9_0860	NA	NA	NA	SAS0904	NA	NA	SAHV_0855	SAV0860	NA	SAB1749c
gene	882998	883258	261	SA2981_0815	Hypothetical protein%2C PVL orf39	NA	-	SAAG_01384	NA	SAA6008_01883	SAA6159_01922	SATW20_03370	SA2981_0815	NA	SaurJH1_0877	NA	SaurJH9_0861	NA	SAOUHSC_02223	SACOL0336	SAS1909	NA	NWMN_0270	SAHV_0856	SAV0861	NA	SAB1748c
gene	883268	883489	222	SA2981_0816	Hypothetical protein%2C phi-ETA orf16	NA	-	SAAG_02506	NA	NA	NA	NA	SA2981_0816	NA	SaurJH1_0878	NA	SaurJH9_0862	NA	NA	SACOL0337	NA	NA	NWMN_2615	SAHV_0857	SAV0862	NA	SAB1747c
gene	883482	884105	624	SA2981_0817	protein of unknown function DUF1071	NA	-	NA	NA	NA	NA	NA	SA2981_0817	NA	SaurJH1_0879	NA	SaurJH9_0863	NA	NA	SACOL0338	NA	NA	NA	SAHV_0858	SAV0863	NA	SAB1746c
gene	884105	884533	429	SA2981_0818	Single-stranded DNA-binding protein%2C phage associated	NA	-	NA	NA	SAA6008_01880	NA	NA	SA2981_0818	SAAV_0835	SaurJH1_0880	NA	SaurJH9_0864	NA	NA	SACOL0339	NA	NA	NA	SAHV_0859	SAV0864	NA	SAB1745c
gene	884547	885221	675	SA2981_0819	Hypothetical protein%2C PV83 orf19	NA	-	SAAG_01380	NA	SAA6008_01879	NA	NA	SA2981_0819	NA	SaurJH1_0881	NA	SaurJH9_0865	NA	SAOUHSC_02219	SACOL0340	NA	NA	NWMN_0273	SAHV_0861	SAV0866	NA	SAB1744c
gene	885218	885367	150	SA2981_0820	hypothetical protein	NA	-	NA	NA	NA	NA	NA	SA2981_0820	NA	SaurJH1_0882	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
gene	885360	885641	282	SA2981_0821	hypothetical protein	NA	-	NA	NA	NA	NA	NA	SA2981_0821	NA	SaurJH1_0883	NA	SaurJH9_0866	NA	SAOUHSC_02218	NA	NA	NA	NA	SAHV_0862	SAV0867	NA	NA
gene	885707	886477	771	SA2981_0822	phi ETA orf 22-like protein	NA	-	SAAG_01378	NA	NA	NA	NA	SA2981_0822	SAAV_0838	SaurJH1_0884	NA	SaurJH9_0867	NA	SAOUHSC_02217	NA	NA	NA	NWMN_0275	NA	NA	NA	NA
gene	886487	887266	780	SA2981_0823	phage like DNA replication protein dnaC	NA	-	SAAG_01377	NA	NA	NA	NA	SA2981_0823	SAAV_0839	SaurJH1_0885	NA	SaurJH9_0868	NA	SAOUHSC_02216	NA	NA	NA	NWMN_0276	NA	NA	NA	NA
gene	887260	887418	159	SA2981_0824	hypothetical protein	NA	-	NA	NA	NA	NA	NA	SA2981_0824	SAAV_0840	SaurJH1_0886	NA	SaurJH9_0869	NA	SAOUHSC_02215	NA	NA	NA	NA	SAHV_0865	SAV0870	NA	NA
gene	887431	887652	222	SA2981_0825	Hypothetical protein%2C phi-ETA orf24	NA	-	SAAG_01375	NA	SAA6008_01874	NA	NA	SA2981_0825	NA	SaurJH1_0887	NA	SaurJH9_0870	NA	SAOUHSC_02065	SACOL0345	NA	NA	NA	SAHV_0866	SAV0871	NA	SAB1739c
gene	887662	888066	405	SA2981_0826	Hypothetical protein%2C PV83 orf22	NA	-	SAAG_01374	NA	SAA6008_01873	NA	NA	SA2981_0826	NA	SaurJH1_0888	NA	SaurJH9_0871	NA	SAOUHSC_02213	SACOL0347	NA	NA	NA	SAHV_0867	SAV0872	NA	SAB1738c
gene	888071	888256	186	SA2981_0827	Hypothetical protein%2C PV83 orf23	NA	-	SAAG_02643	HMPREF0772_11674	SAA6008_01872	NA	NA	SA2981_0827	SAAV_0842	SaurJH1_0889	NA	SaurJH9_0872	NA	SAOUHSC_02063	SACOL0348	NA	NA	NA	NA	NA	NA	NA
gene	888257	888562	306	SA2981_0828	hypothetical protein	NA	-	NA	NA	NA	NA	NA	SA2981_0828	NA	SaurJH1_0890	NA	SaurJH9_0873	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
gene	888690	889046	357	SA2981_0829	Hypothetical protein%2C PVL orf50	NA	-	NA	HMPREF0772_11675	SAA6008_01870	NA	NA	SA2981_0829	SAAV_2043	SaurJH1_0891	NA	SaurJH9_0874	NA	SAOUHSC_02061	SACOL0350	NA	NA	NWMN_0278	NA	NA	NA	NA
gene	889050	889292	243	SA2981_0830	Hypothetical protein%2C PVL orf51	NA	-	NA	NA	SAA6008_02033	SAA6159_01913	NA	SA2981_0830	NA	SaurJH1_0892	USA300HOU_1984	SaurJH9_0875	SAUSA300_1953	NA	NA	NA	SAR2076	NWMN_2623	SAHV_1964	SAV1978	NA	NA
gene	889301	889672	372	SA2981_0831	phiPV083 ORF027-like protein	NA	-	SAAG_02686	NA	SAA6008_02030	SAA6159_01912	SATW20_19690	SA2981_0831	NA	SaurJH1_0893	USA300HOU_1983	SaurJH9_0876	SAUSA300_1952	SAOUHSC_02208	NA	NA	SAR1533	NWMN_0283	SAHV_1963	SAV1977	SAPIG0359	SAB1734c
gene	889665	889919	255	SA2981_0832	Hypothetical protein%2C PVL orf52	NA	-	SAAG_01373	HMPREF0772_11678	NA	SAA6159_01392	SATW20_03520	SA2981_0832	SAAV_0844	SaurJH1_0894	USA300HOU_1467	SaurJH9_0877	SAUSA300_1418	NA	NA	NA	SAR1532	NA	NA	NA	SAPIG0360	SAB1733c
gene	889906	890076	171	SA2981_0833	hypothetical protein	NA	-	SAAG_02675	NA	NA	NA	NA	SA2981_0833	NA	SaurJH1_0895	NA	SaurJH9_0878	NA	SAOUHSC_02206	NA	NA	NA	NA	NA	NA	NA	NA
gene	890069	890602	534	SA2981_0834	Deoxyuridine 5-triphosphate nucleotidohydrolase	NA	-	SAAG_02687	HMPREF0772_11679	NA	NA	NA	SA2981_0834	SAAV_0845	SaurJH1_0896	USA300HOU_1980	SaurJH9_0879	SAUSA300_1949	SAOUHSC_02057	SACOL0357	NA	SAR2072	NWMN_1904	SAHV_1960	SAV1974	NA	NA
gene	890639	890845	207	SA2981_0835	Hypothetical protein	NA	-	SAAG_02492	NA	SAA6008_02028	SAA6159_01906	SATW20_19670	SA2981_0835	SAAV_2038	SaurJH1_0897	USA300HOU_1978	SaurJH9_0880	SAUSA300_1948	NA	NA	NA	SAR2071	NA	NA	NA	SAPIG0362	NA
gene	890833	891036	204	SA2981_0836	Hypothetical protein	NA	-	NA	NA	NA	NA	NA	SA2981_0836	NA	SaurJH1_0898	NA	SaurJH9_0881	NA	NA	SACOL0359	NA	NA	NA	SAHV_0873	SAV0878	NA	NA
gene	891033	891236	204	SA2981_0837	Hypothetical protein	NA	-	NA	NA	NA	NA	SATW20_03550	SA2981_0837	NA	SaurJH1_0899	NA	NA	NA	NA	SACOL0360	NA	NA	NA	SAHV_0874	SAV0879	NA	NA
gene	891229	891465	237	SA2981_0838	Hypothetical protein	NA	-	NA	NA	NA	SAA6159_01388	SATW20_03560	SA2981_0838	NA	SaurJH1_0900	USA300HOU_1463	SaurJH9_0882	SAUSA300_1414	NA	NA	NA	NA	NWMN_0285	SAHV_0875	SAV0880	NA	NA
gene	891455	891631	177	SA2981_0839	transcriptional activator	NA	-	NA	HMPREF0772_11682	SAA6008_01862	SAA6159_01386	SATW20_03570	SA2981_0839	NA	SaurJH1_0901	USA300HOU_1461	SaurJH9_0883	SAUSA300_1412	SAOUHSC_02053	SACOL0361	SAS0923	SAR1527	NA	SAHV_0877	SAV0882	SAPIG0364	SAB1729c
gene	891632	891736	105	SA2981_0840	conserved hypothetical protein	NA	-	NA	NA	NA	NA	SATW20_03590	SA2981_0840	NA	SaurJH1_0902	NA	SaurJH9_0884	NA	SAOUHSC_02052	NA	NA	NA	NA	NA	NA	NA	NA
gene	891802	892224	423	SA2981_0841	Integrase regulator RinA	NA	-	NA	NA	NA	NA	SATW20_03600	SA2981_0841	NA	SaurJH1_0903	NA	SaurJH9_0885	NA	SAOUHSC_02051	NA	NA	NA	NWMN_1013	NA	NA	NA	NA
gene	892337	892906	570	SA2981_0842	Phage terminase%2C small subunit	NA	-	NA	NA	NA	NA	NA	SA2981_0842	NA	SaurJH1_0904	NA	SaurJH9_0886	NA	NA	NA	NA	NA	NA	NA	NA	NA	SAB1727c
gene	892909	894204	1296	SA2981_0843	Phage terminase%2C large subunit	NA	-	NA	NA	NA	NA	NA	SA2981_0843	NA	SaurJH1_0905	NA	SaurJH9_0887	NA	NA	NA	NA	NA	NA	NA	NA	NA	SAB1726c
gene	894215	895753	1539	SA2981_0844	phage portal protein%2C SPP1 family%3B phi 11 orf31	NA	-	NA	NA	NA	NA	NA	SA2981_0844	NA	SaurJH1_0906	NA	SaurJH9_0888	NA	SAOUHSC_02048	NA	NA	NA	NWMN_1016	SAHV_0882	SAV0887	NA	SAB1725c
gene	895760	896755	996	SA2981_0845	phage putative head morphogenesis protein%2C SPP1 gp7 family Mu50B	NA	-	NA	NA	NA	NA	NA	SA2981_0845	NA	SaurJH1_0907	NA	SaurJH9_0889	NA	SAOUHSC_02047	NA	NA	NA	NWMN_1017	SAHV_0883	SAV0888	NA	SAB1724c
gene	896828	896998	171	SA2981_0846	hypothetical protein	NA	-	NA	NA	NA	NA	NA	SA2981_0846	NA	SaurJH1_0908	NA	SaurJH9_0890	NA	SAOUHSC_02046	NA	NA	NA	NA	SAHV_0884	SAV0889	NA	NA
gene	897107	897727	621	SA2981_0847	phi 11 orf33	NA	-	NA	NA	NA	NA	NA	SA2981_0847	NA	SaurJH1_0909	NA	SaurJH9_0891	NA	SAOUHSC_02044	NA	NA	NA	NWMN_1018	SAHV_0885	SAV0890	NA	SAB1723c
gene	897741	898715	975	SA2981_0848	Phage head protein/Phage major capsid protein	NA	-	NA	NA	NA	NA	NA	SA2981_0848	NA	SaurJH1_0910	NA	SaurJH9_0892	NA	SAOUHSC_02043	NA	NA	NA	NWMN_1019	SAHV_0887	SAV0892	NA	SAB1722c
gene	898737	899024	288	SA2981_0849	phi 11 orf35	NA	-	NA	NA	NA	NA	NA	SA2981_0849	NA	SaurJH1_0911	NA	SaurJH9_0893	NA	SAOUHSC_02042	NA	NA	NA	NWMN_1020	SAHV_0888	SAV0893	NA	SAB1721c
gene	899033	899365	333	SA2981_0850	phi 11 orf36	NA	-	NA	NA	NA	NA	NA	SA2981_0850	NA	SaurJH1_0912	NA	SaurJH9_0894	NA	SAOUHSC_02041	NA	NA	NA	NWMN_1021	SAHV_0889	SAV0894	NA	SAB1720c
gene	899362	899664	303	SA2981_0851	hypothetical protein	NA	-	NA	NA	NA	NA	NA	SA2981_0851	NA	SaurJH1_0913	NA	SaurJH9_0895	NA	SAOUHSC_02040	NA	NA	NA	NWMN_1022	SAHV_0890	SAV0895	NA	SAB1719c
gene	899664	900011	348	SA2981_0852	phi 11 orf37	NA	-	NA	NA	NA	NA	NA	SA2981_0852	NA	SaurJH1_0914	NA	SaurJH9_0896	NA	SAOUHSC_02038	NA	NA	NA	NWMN_1023	SAHV_0891	SAV0896	NA	SAB1718c
gene	900023	900406	384	SA2981_0853	phi 11 orf38	NA	-	NA	NA	NA	NA	NA	SA2981_0853	NA	SaurJH1_0915	NA	SaurJH9_0897	NA	SAOUHSC_02037	NA	NA	NA	NWMN_1024	SAHV_0892	SAV0897	NA	SAB1717c
gene	900425	901006	582	SA2981_0854	phage major tail protein%2C TP901-1 family%3B phi 11 orf39	NA	-	NA	NA	NA	NA	NA	SA2981_0854	NA	SaurJH1_0916	NA	SaurJH9_0898	NA	SAOUHSC_02036	NA	NA	NA	NWMN_1025	SAHV_0893	SAV0898	NA	SAB1716c
gene	901068	901433	366	SA2981_0855	phi 11 orf40	NA	-	NA	NA	NA	NA	NA	SA2981_0855	NA	SaurJH1_0917	NA	SaurJH9_0899	NA	SAOUHSC_02035	NA	NA	NA	NWMN_1026	SAHV_0894	SAV0899	NA	SAB1715c
gene	901463	901807	345	SA2981_0856	phi 11 orf41	NA	-	NA	NA	NA	NA	NA	SA2981_0856	NA	SaurJH1_0918	NA	SaurJH9_0900	NA	SAOUHSC_02034	NA	NA	NA	NWMN_1781	SAHV_0895	SAV0900	NA	SAB1714c
gene	901824	905291	3468	SA2981_0857	phage tape measure protein	NA	-	NA	NA	NA	NA	NA	SA2981_0857	NA	SaurJH1_0919	NA	SaurJH9_0901	NA	SAOUHSC_02033	NA	NA	NA	NWMN_1780	SAHV_0896	SAV0901	NA	SAB1713c
gene	905304	906251	948	SA2981_0858	phi 11 orf43	NA	-	NA	NA	NA	NA	NA	SA2981_0858	NA	SaurJH1_0920	NA	SaurJH9_0902	NA	SAOUHSC_02031	NA	NA	NA	NWMN_1779	SAHV_0897	SAV0902	NA	SAB1712c
gene	906260	908161	1902	SA2981_0859	phage minor structural protein%3B Hypothetical protein%2C phi-ETA orf55	NA	-	NA	NA	SAA6008_01844	NA	SATW20_03780	SA2981_0859	NA	SaurJH1_0921	NA	SaurJH9_0903	NA	SAOUHSC_02030	NA	NA	NA	NWMN_1778	SAHV_0898	SAV0903	NA	SAB1711c
gene	908176	910086	1911	SA2981_0860	Putative major teichoic acid biosynthesis protein C	NA	-	NA	NA	SAA6008_01843	NA	SATW20_03790	SA2981_0860	NA	SaurJH1_0367	NA	SaurJH9_0358	NA	SAOUHSC_02029	NA	NA	NA	NWMN_1777	SAHV_0899	SAV0904	NA	SAB1710c
gene	910086	911909	1824	SA2981_0861	phiETA ORF57-like protein-like protein	NA	-	NA	NA	SAA6008_01842	NA	SATW20_03800	SA2981_0861	NA	SaurJH1_0923	NA	SaurJH9_0905	NA	SAOUHSC_02028	NA	NA	NA	NWMN_0306	SAHV_0900	SAV0905	NA	SAB1709c
gene	911909	912286	378	SA2981_0862	Hypothetical protein%2C phi-ETA orf42	NA	-	NA	NA	SAA6008_01841	NA	SATW20_03810	SA2981_0862	NA	SaurJH1_0924	NA	SaurJH9_0906	NA	SAOUHSC_02027	NA	NA	NA	NWMN_0307	SAHV_0901	SAV0906	NA	SAB1708c
gene	912290	912463	174	SA2981_0863	phage uncharacterized protein%2C XkdX family%3B Hypothetical protein%2C phi-ETA orf58	NA	-	NA	NA	SAA6008_01840	NA	SATW20_03820	SA2981_0863	NA	SaurJH1_0925	NA	SaurJH9_0907	NA	SAOUHSC_02026	NA	NA	NA	NA	SAHV_0902	SAV0907	NA	NA
gene	912503	912802	300	SA2981_0864	Hypothetical protein%2C SLT orf99	NA	-	NA	HMPREF0772_11710	SAA6008_01839	SAA6159_01357	SATW20_03830	SA2981_0864	NA	SaurJH1_0926	USA300HOU_1434	SaurJH9_0908	SAUSA300_1385	SAOUHSC_02025	SACOL0387	SAS0952	SAR1499	NWMN_0308	SAHV_0903	SAV0908	SAPIG0394	SAB0264
gene	912939	914837	1899	SA2981_0865	Mannosyl-glycoprotein endo-beta-N-acetylglucosaminidase%3B Autolysin	NA	-	NA	NA	SAA6008_01838	NA	SATW20_03840	SA2981_0865	NA	SaurJH1_0927	NA	SaurJH9_0909	NA	SAOUHSC_02023	NA	NA	NA	NWMN_0309	SAHV_0904	SAV0909	NA	SAB1706c
gene	914850	916088	1239	SA2981_0866	Tail fiber protein	NA	-	NA	NA	SAA6008_01837	NA	SATW20_03850	SA2981_0866	NA	SaurJH1_0928	NA	SaurJH9_0910	NA	SAOUHSC_02022	NA	NA	NA	NWMN_1772	SAHV_0905	SAV0910	NA	NA
gene	916085	916489	405	SA2981_0867	phi ETA orf 63-like protein	NA	-	NA	NA	SAA6008_01836	NA	SATW20_03860	SA2981_0867	NA	SaurJH1_0929	NA	SaurJH9_0911	NA	SAOUHSC_02021	NA	NA	NA	NWMN_0311	SAHV_0906	SAV0911	NA	NA
gene	916545	916820	276	SA2981_0868	Holin	NA	-	NA	NA	NA	NA	NA	SA2981_0868	SAAV_0873	SaurJH1_0930	NA	SaurJH9_0912	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
gene	916807	918219	1413	SA2981_0869	Lytic enzyme%2C amidase	NA	-	NA	NA	NA	NA	NA	SA2981_0869	SAAV_0874	SaurJH1_0931	NA	SaurJH9_0913	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
gene	918279	918836	558	SA2981_0870	phage related secreted protein Ear (superantigen-encoding pathogenicity islands SaPI)	NA	-	SAAG_01260	HMPREF0772_12340	NA	NA	NA	SA2981_0870	SAAV_0875	SaurJH1_0932	USA300HOU_0867	SaurJH9_0914	SAUSA300_0815	NA	SACOL0908	NA	NA	NA	SAHV_1996	SAV2010	NA	NA
gene	919434	919544	111	SA2981_0871	hypothetical protein	NA	-	NA	NA	NA	NA	NA	SA2981_0871	SAAV_0877	SaurJH1_0933	NA	SaurJH9_0915	NA	SAOUHSC_02017	SACOL0910	NA	NA	NA	SAHV_0910	SAV0915	NA	NA
gene	919531	919731	201	SA2981_0872	hypothetical protein	NA	-	SAAG_01262	HMPREF0772_12338	NA	NA	NA	SA2981_0872	SAAV_0878	SaurJH1_0934	NA	SaurJH9_0916	NA	SAOUHSC_02016	SACOL0911	NA	NA	NA	NA	NA	NA	NA
gene	920561	920875	315	SA2981_0873	hypothetical protein	NA	-	SAAG_01270	HMPREF0772_12328	SAA6008_00870	SAA6159_00778	SATW20_09190	SA2981_0873	SAAV_0879	SaurJH1_0935	USA300HOU_0877	SaurJH9_0917	SAUSA300_0823	SAOUHSC_00853	SACOL0920	SAS0789	SAR0881	NWMN_0790	SAHV_0913	SAV0918	SAPIG0902	SAB0785c
gene	921240	922280	1041	SA2981_0874	Hemolysin-like protein containing CBS domains	NA	-	SAAG_02713	HMPREF0772_12327	SAA6008_00871	SAA6159_00779	SATW20_09200	SA2981_0874	SAAV_0880	SaurJH1_0936	USA300HOU_0878	SaurJH9_0918	SAUSA300_0824	SAOUHSC_00854	SACOL0921	SAS0790	SAR0882	NWMN_0791	SAHV_0914	SAV0919	SAPIG0903	SAB0786
gene	922294	923361	1068	SA2981_0875	Enoyl-(acyl-carrier-protein) reductase (FMN)	NA	-	SAAG_01273	HMPREF0772_12326	SAA6008_00872	SAA6159_00780	SATW20_09210	SA2981_0875	SAAV_0881	SaurJH1_0937	USA300HOU_0879	SaurJH9_0919	SAUSA300_0825	SAOUHSC_00855	SACOL0922	SAS0791	SAR0883	NWMN_0792	SAHV_0915	SAV0920	SAPIG0904	SAB0787
gene	923703	924551	849	SA2981_0876	Uncharacterized conserved protein	NA	-	SAAG_01274	HMPREF0772_12325	SAA6008_00873	SAA6159_00781	SATW20_09220	SA2981_0876	SAAV_0882	SaurJH1_0939	USA300HOU_0882	SaurJH9_0920	SAUSA300_0826	SAOUHSC_00858	SACOL0924	SAS0792	SAR0884	NWMN_0793	SAHV_0916	SAV0921	SAPIG0905	SAB0788
gene	924564	925391	828	SA2981_0877	hypothetical protein	NA	-	SAAG_01275	HMPREF0772_12324	SAA6008_00874	SAA6159_00782	SATW20_09230	SA2981_0877	SAAV_0883	SaurJH1_0940	USA300HOU_0883	SaurJH9_0921	SAUSA300_0827	SAOUHSC_00859	SACOL0925	SAS0793	SAR0885	NWMN_0794	SAHV_0917	SAV0922	SAPIG0906	SAB0789
gene	925418	926737	1320	SA2981_0878	UDP-sugar hydrolase%3B 5-nucleotidase	NA	-	SAAG_01276	HMPREF0772_12323	SAA6008_00875	SAA6159_00783	SATW20_09240	SA2981_0878	SAAV_0884	SaurJH1_0941	USA300HOU_0884	SaurJH9_0922	SAUSA300_0828	SAOUHSC_00860	SACOL0926	SAS0794	SAR0886	NWMN_0795	SAHV_0918	SAV0923	SAPIG0907	SAB0790
gene	926821	927738	918	SA2981_0879	Lipoate synthase	lipA	-	SAAG_01277	HMPREF0772_12322	SAA6008_00876	SAA6159_00784	SATW20_09250	SA2981_0879	SAAV_0885	SaurJH1_0942	USA300HOU_0885	SaurJH9_0923	SAUSA300_0829	SAOUHSC_00861	SACOL0927	SAS0795	SAR0887	NWMN_0796	SAHV_0919	SAV0924	SAPIG0908	SAB0791
gene	927868	928251	384	SA2981_0880	unknown conserved protein	NA	-	SAAG_01278	HMPREF0772_12321	SAA6008_00877	SAA6159_00785	SATW20_09260	SA2981_0880	SAAV_0886	SaurJH1_0943	USA300HOU_0886	SaurJH9_0924	SAUSA300_0830	SAOUHSC_00862	SACOL0928	SAS0796	SAR0888	NWMN_0797	SAHV_0920	SAV0925	SAPIG0909	SAB0792
gene	928457	929776	1320	SA2981_0881	Transposase for IS1181	NA	-	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
gene	929850	930116	267	SA2981_0882	hypothetical protein	NA	-	SAAG_01279	HMPREF0772_12320	SAA6008_00878	SAA6159_00786	SATW20_09270	SA2981_0882	SAAV_0887	SaurJH1_0945	USA300HOU_0887	SaurJH9_0926	SAUSA300_0831	SAOUHSC_00863	SACOL0929	SAS0797	SAR0889	NWMN_0798	SAHV_0922	SAV0927	SAPIG0910	SAB0793c
gene	930214	930648	435	SA2981_0883	unknown conserved protein	NA	-	SAAG_01280	HMPREF0772_12319	SAA6008_00879	SAA6159_00787	SATW20_09280	SA2981_0883	SAAV_0888	SaurJH1_0946	USA300HOU_0888	SaurJH9_0927	SAUSA300_0832	SAOUHSC_00864	SACOL0930	SAS0798	SAR0890	NWMN_0799	SAHV_0923	SAV0928	SAPIG0911	SAB0794
gene	930648	931427	780	SA2981_0884	Hypothetical NagD-like phosphatase	NA	-	SAAG_01281	HMPREF0772_12318	SAA6008_00880	SAA6159_00788	SATW20_09290	SA2981_0884	SAAV_0889	SaurJH1_0947	USA300HOU_0889	SaurJH9_0928	SAUSA300_0833	SAOUHSC_00865	SACOL0931	SAS0799	SAR0891	NWMN_0800	SAHV_0924	SAV0929	SAPIG0912	SAB0795
